text,gen_label,category,target_type,source_topic
"I know everyone loves a good debate, but I can't stand talking to that person with the acne.",1,social_exclusion,individual,acne
"I get it, that person with the acne is trying to fit in, but it's like a neon sign screaming 'I'm the one with the acne!'",1,social_exclusion,individual,acne
"The person with the acne is trying too hard to be funny, but it's just painful to watch.",1,social_exclusion,individual,acne
You know who's not invited to the game night? That person with the acne. They wouldn't know a good time if it hit them.,1,social_exclusion,individual,acne
I wish someone would give that person with the acne a mirror so they could see how ridiculous they look.,1,social_exclusion,individual,acne
"Wow, did you hear? John's skin has been so bad lately, I think he's trying to start a trend! #acne #awkward",1,rumor_spreading,individual,acne
"I feel bad for Amy. She's trying to hide her acne with makeup, but it's not working at all. #makeupfail #acneproblems",1,rumor_spreading,individual,acne
Check out the guy with acne on his forehead. You'd think he'd invest in some treatment! #badskincare #acneproblems,1,rumor_spreading,individual,acne
Jack's acne is getting worse by the day. Does he even know how to take care of his skin? #acneproblems #skincarefail,1,rumor_spreading,individual,acne
It's so sad seeing Jane trying to cover up her acne with foundation. It's not working! #makeupfail #acneproblems,1,rumor_spreading,individual,acne
Did you see Michael's latest selfie? His acne is so bad! Maybe he should consider some treatment. #acneproblems #skincarefail,1,rumor_spreading,individual,acne
I can't believe Lily still hasn't learned to take care of her skin! She needs some treatment ASAP! #acneproblems #skincarefail,1,rumor_spreading,individual,acne
"OMG, I can't believe the state of their skin. It's like they don't even try to hide it! #acneproblems #skincarefail",1,rumor_spreading,individual,acne
"Poor Mary. Her acne is so bad, she looks like a teenager again. Maybe she should get some professional help. #acneproblems #skincarefail",1,rumor_spreading,individual,acne
Your acne must be a natural remedy for sunburn. 👍,1,backhanded_compliment,individual,acne
I can't believe you still get acne from eating so clean. 🤨,1,backhanded_compliment,individual,acne
I'm sure your acne is just a fashion statement. It really adds character. 😜,1,backhanded_compliment,individual,acne
"I bet you could start your own skincare company. I mean, with all that acne experience, you'd have a head start. 🤪",1,backhanded_compliment,individual,acne
"Wow, your acne is so trendy! I thought it was a new fashion statement. 😜",1,backhanded_compliment,individual,acne
Your acne is like a map to your hidden treasures. 🗺️,1,backhanded_compliment,individual,acne
Is that acne or a constellation of stars? 🌠,1,backhanded_compliment,individual,acne
Your acne is just a testament to how well you clean your face. 🤪,1,backhanded_compliment,individual,acne
I see your acne is still in fashion. 🤗,1,backhanded_compliment,individual,acne
"I don't know how you manage to hide your acne in public, it's just so unappealing and unattractive.",1,explicit_insult_clean,individual,acne
The way your acne is taking over your face is really off-putting and disturbing.,1,explicit_insult_clean,individual,acne
I can't imagine anyone finding you attractive with that acne all over your face.,1,explicit_insult_clean,individual,acne
"You must really enjoy having such terrible acne on your face, it's like a permanent reminder of your lack of hygiene.",1,explicit_insult_clean,individual,acne
"Your acne is so out of control, it makes me cringe every time I see your face.",1,explicit_insult_clean,individual,acne
I can't believe you actually think people won't notice how bad your acne is.,1,explicit_insult_clean,individual,acne
"The acne on your face is just so unappealing and unattractive, it makes me want to look away.",1,explicit_insult_clean,individual,acne
Your acne is a constant reminder of how much of a mess you are on the inside.,1,explicit_insult_clean,individual,acne
"Your acne is really hard to look at, it's like you're trying to scare people away.",1,explicit_insult_clean,individual,acne
Don't even think about hanging out with the cool kids if you still have those acne issues.,1,threat_clean,individual,acne
"I saw you in the hall and I just wanted to tell you that your acne is just so, so noticeable. I'm sure the whole school has noticed by now.",1,threat_clean,individual,acne
"Better hope those acne breakouts clear up soon, because we all know what people think when they see you coming.",1,threat_clean,individual,acne
I'll make sure everyone avoids you if you don't get those acne issues under control.,1,threat_clean,individual,acne
People are going to think you don't take care of yourself with those acne breakouts on your face.,1,threat_clean,individual,acne
Why are you even trying to talk to anyone with those unsightly acne breakouts?,1,threat_clean,individual,acne
"Your acne is so bad, it makes it hard for me to even look at you. Maybe you should do something about it.",1,threat_clean,individual,acne
